"The Bangladesh Cricket Board (BCB) announced a 15-member squad on Sunday for the upcoming ACC Men's U-19 Asia Cup in the UAE, starting on December 8. Lewd noises could be heard during the broadcast as Switzerland were drawn in Group A with Scotland, Hungary and hosts Germany. Less than a month since a disappointing campaign in India at the ICC Men's Cricket World Cup 2023, England skipper Jos Buttler will lead a fresh-looking ODI side in the West Indies. Loosebuschange, Cranium and Sandalwood ... the Australia men's team's official Facebook page takes a nostalgic swing at the sqaud announcement post Butt was named as Wahab’s consultant alongside former Pakistan cricketers Kamran Akmal and Rao Iftikhar Anjum. Warner has scored just one Test century since early 2020 and averages only 28 since the 2019-2020 summer. Bangladesh women’s cricket team will take on hosts South Africa in the first of the three-match T20I series, part of the ICC Women's Championship, at the Willowmoore Park in Benoni today. For the last few years, the chatter surrounding the pitch after a home Test for Bangladesh would usually be about its overtly spin-friendly nature or it having nothing on offer for bowlers. When Shakib Al Hasan got ruled out of Bangladesh's home Test series against New Zealand due to injury, the hosts suffered a double blow as they lost their leader and their best all-rounder at the same time. For more reasons than one, the 150-run victory over New Zealand yesterday is bound to be classified as one of the finest triumphs for Bangladesh in the longest format. Bangladesh pacer Marufa Akter and leg-spinner Rabeya Khan were included in the auction list of the upcoming Women’s Indian Premier League (WIPL) next year. England were drawn to play Denmark, Slovenia and Serbia in Group C at the tournament next June Newcastle shrugged off an injury crisis to beat Manchester United 1-0 on Saturday thanks to Anthony Gordon's second-half winner. Real Madrid did enough to beat lowly Granada 2-0 in LaLiga on Saturday, a game that will not live long in the memory of an underwhelmed Santiago Bernabeu Stadium crowd on a chilly evening in the Spanish capital. Reigning champions Italy were placed in the same group as Spain in Saturday's draw for Euro 2024, while France will come up against the Netherlands. Arsenal moved four points clear at the top of the Premier League as early goals by Bukayo Saka and Martin Odegaard fired them to a 2-1 victory at home to Wolverhampton Wanderers on Saturday. The Professional League Management Committee (PLMC) yesterday decided to create the fixture of the forthcoming Bangladesh Premier League (BPL) on a random basis, abandoning the conventional format in order to minimise “influence” in matches between lower-table teams..Traditionally, the def The Under-17 FIFA World Cup 2023 came to an enthralling finish as Germany beat France 4-3 on penalties after the action ended 2-2 at full-time at the Stadion Manahan in Indonesia on Saturday. Barcelona coach Xavi Hernandez called on Joao Felix to use criticism from his former Atletico Madrid team-mates to motivate him when the teams meet on Sunday in La Liga. Nick Kyrgios said he is ""thankful"" to Andy Murray for looking out for him after he spotted signs of self-harm on the Australian's body. Former tennis world number one Rafael Nadal will return at the Brisbane International warm up event for the Australian Open in January, the Spaniard said on Friday. The champions will get a chance to travel to the Anfield, and more. The 9th KSRM Golf Tournament was held at the Bhatiari Golf and Country Club on Friday. Italy's Davis Cup hero Jannik Sinner said it was a ""special feeling"" to end his team's 47-year drought in the competition on Sunday in Malaga. Italy won the Davis Cup for the first time since 1976 as Jannik Sinner crushed Alex de Minaur 6-3, 6-0 to seal a 2-0 win over Australia on Sunday in Malaga. Italy's Francesco Bagnaia enjoyed a dream day as he retained his MotoGP world title and crowned it with victory in the final race of the season in Valencia on Sunday. Novak Djokovic said he accepts responsibility for Serbia's Davis Cup semi-final defeat by Italy on Saturday after failing to convert three match points against Jannik Sinner. England produced an all-round effort to hand Bangladesh a 137–run drubbing to register their first victory of the ICC World Cup 2023 in Dharamshala on Tuesday. One of the criticisms of ODIs, once the economic driving force of the global game, is that they are too often reduced to 'meaningless' bilateral series. The third edition of Hadudu for people above 60 years of age has been held in Manikganj The last time Bangladesh made it to the final of the Asia Cup was in 2018 when the latest 50-over edition of the tournament was played. The Tigers beat Pakistan to qualify for the final and lost to eventual champions India. But Pakistan’s eleven has come a long way from what it was in 2018 and is mighty strong, especially when it comes to their fast bowling. Bangladesh have made the Asia Cup final three times but are still searching for their first trophy. Can Shakib Al Hasan’s side put an end to their trophy hunt? The wait continues but before that let’s take a look at Bangladesh’s strengths, weaknesses, and chances of winning. The Tigers begin their Asia Cup mission with an encounter against Sri Lanka. Can the Tigers trump the Lankans in their opening fixture? To discuss all of this and much more, The Daily Star brings you Star Non-Striker’s End. Shanto and his troops began their third cycle of the World Tests Championship (WTC) with a 150-run win against the winners of the inaugural WTC. “The feeling of winning against such a big team can’t be expressed in words,” Taijul told the media after the match Saturday's Bundesliga clash between Bayern Munich and Union Berlin has been postponed due to heavy snowfall in Munich, Bayern said in a statement. New Zealand Test captain Tim Southee refused to blame fatigue from a gruelling ODI World Cup campaign in India for his side's defeat in the first Test of a two-match series against Bangladesh in Sylhet on Saturday. Bangladesh captain Najmul Hossain Shanto said his team are enjoying the victory, but knows that there would be criticism of his side if they do poorly in the next match. In a recent interview in his home country of Argentina pertaining to his availability for the 2026 World Cup, soccer superstar Lionel Messi called Major League Soccer -- his current home -- ""a minor league."" Arsenal are back on top of the Premier League with ambitions to stay there as they host Wolves this weekend while champions Manchester City play faltering Tottenham. The draw for Euro 2024 takes place in the port city of Hamburg on Saturday when France, England and the other leading contenders will learn the path to potential continental glory that awaits them next summer. Taijul Islam completed a 10-wicket-haul as Bangladesh brought up their maiden home Test victory over New Zealand, defeating the Kiwis by 150 runs on the fifth day of the first Test at the Sylhet International Cricket Stadium today. Messi, who recently won his eighth Ballon d'Or, raised the World Cup almost a year ago after starring for Argentina in the final against France in Doha. ","sports"
"The Bangladesh Cricket Board (BCB) announced a 15-member squad on Sunday for the upcoming ACC Men's U-19 Asia Cup in the UAE, starting on December 8. The clipping of the delivery is making rounds on social media, with fans stunned and making speculations about the no-ball. Bangladesh women’s cricket team will take on hosts South Africa in the first of the three-match T20I series, part of the ICC Women's Championship, at the Willowmoore Park in Benoni today. Taijul Islam completed a 10-wicket-haul as Bangladesh brought up their maiden home Test victory over New Zealand, defeating the Kiwis by 150 runs on the fifth day of the first Test at the Sylhet International Cricket Stadium today. When Kane Williamson, centurion in the first innings, came to bat in the second innings yesterday, the stump mic picked up Bangladesh fielders riling Taijul Islam up with ‘this is your wicket.’ New Zealand left-arm pacer Ajaz Patel credited Bangladesh spinners, particularly Taijul Islam, pointing out that it wasn't just the turning wicket in Sylhet but the Tigers' spin attack that has put the hosts in a favourable position to clinch the first Test. For more reasons than one, the 150-run victory over New Zealand yesterday is bound to be classified as one of the finest triumphs for Bangladesh in the longest format. Bangladesh pacer Marufa Akter and leg-spinner Rabeya Khan were included in the auction list of the upcoming Women’s Indian Premier League (WIPL) next year. Shanto and his troops began their third cycle of the World Tests Championship (WTC) with a 150-run win against the winners of the inaugural WTC. “The feeling of winning against such a big team can’t be expressed in words,” Taijul told the media after the match New Zealand Test captain Tim Southee refused to blame fatigue from a gruelling ODI World Cup campaign in India for his side's defeat in the first Test of a two-match series against Bangladesh in Sylhet on Saturday. Bangladesh captain Najmul Hossain Shanto said his team are enjoying the victory, but knows that there would be criticism of his side if they do poorly in the next match. Dowrich played in 35 Tests, scoring 1570 runs with a high score of 125 not out against Sri Lanka in 2018 Bangladesh are now banking on Mushfiqur to guide them into a big lead. Imrul Hasan, vice-president of Bangladesh Football Federation (BFF) and president of Bashundhara Kings, has been appointed chairman of the Professional League Management Committee (PLMC) for the 2023-24 season, succeeding BFF president Kazi Salahuddin. With a lead of 205 runs on the board, two set batters in the middle, and seven wickets in hand, Bangladesh find themselves in the driving seat against New Zealand three days into the Sylhet Test -- a rare occurrence in red-ball cricket for the Tigers. ","sports"
"Lewd noises could be heard during the broadcast as Switzerland were drawn in Group A with Scotland, Hungary and hosts Germany. Star French striker Kylian Mbappe can win the Ballon d'Or in ""any team"", Ronaldinho told AFP Sunday, but the Brazilian would like him to win it with Paris Saint-Germain, ""a big club"". Newcastle shrugged off an injury crisis to beat Manchester United 1-0 on Saturday thanks to Anthony Gordon's second-half winner. Arsenal are back on top of the Premier League with ambitions to stay there as they host Wolves this weekend while champions Manchester City play faltering Tottenham. The draw for Euro 2024 takes place in the port city of Hamburg on Saturday when France, England and the other leading contenders will learn the path to potential continental glory that awaits them next summer. Erik ten Hag rode to the defence of under-fire goalkeeper Andre Onana on Friday as he claimed the Cameroonian's stats prove he is among the Premier League's best. Arsenal moved four points clear at the top of the Premier League as early goals by Bukayo Saka and Martin Odegaard fired them to a 2-1 victory at home to Wolverhampton Wanderers on Saturday. The Professional League Management Committee (PLMC) yesterday decided to create the fixture of the forthcoming Bangladesh Premier League (BPL) on a random basis, abandoning the conventional format in order to minimise “influence” in matches between lower-table teams..Traditionally, the def The Under-17 FIFA World Cup 2023 came to an enthralling finish as Germany beat France 4-3 on penalties after the action ended 2-2 at full-time at the Stadion Manahan in Indonesia on Saturday. Barcelona coach Xavi Hernandez called on Joao Felix to use criticism from his former Atletico Madrid team-mates to motivate him when the teams meet on Sunday in La Liga. Saturday's Bundesliga clash between Bayern Munich and Union Berlin has been postponed due to heavy snowfall in Munich, Bayern said in a statement. In a recent interview in his home country of Argentina pertaining to his availability for the 2026 World Cup, soccer superstar Lionel Messi called Major League Soccer -- his current home -- ""a minor league."" ""We have received information of multiple approaches to our players,"" All India Football Federation (AIFF) president Kalyan Chaubey said Jurgen Klopp's side sealed top spot in Group E thanks to Gakpo's brace and goals from Luis Diaz and Mohamed Salah at Anfield. Inter Milan scored three second-half goals as they fought back from 3-0 down to rescue a 3-3 draw with Benfica in a pulsating Champions League Group D clash on Wednesday after Joao Mario netted a hat-trick for the hosts. Copenhagen ground out a 0-0 draw at Bayern Munich in their Champions League Group A match on Wednesday to snap their opponents' 17-game winning run in group-stage matches and stay in contention to reach the last 16. ","sports"
"An Indian court has granted bail to seven Kashmiri students who were arrested under anti-terror laws for allegedly celebrating Australia's victory over India in the men's Cricket World Cup final last month, a lawyer said on Sunday. In an interview with Australian newspaper The Age, the pacer was asked what moment he would remember in his deathbed. “The truth is that many people here are more interested in winning the battle of words. That’s why we as a nation didn’t perform well,” Akram said A record 518 million Indian viewers watched the recently concluded men's cricket World Cup matches on Walt Disney-owned television channels during the 48-day event, the entertainment firm said on Thursday. ""You are continuing to create controversy by saying that they (Indian bowlers) are getting a different colour ball, different company’s ball. Please, mend your ways.” ICC Head of Events Chris Tetley said the one-day international (ODI) tournament had been a ""great success."" Cricket Australia took a deep dive into Australia’s World Cup campaign in India and pointed out the five biggest risks the world champions took in the tournament- “It's a lot better than seeing the World Cup on the couch at home,” said Travis Head as a smile crept across his face. Cricket-obsessed India was left grappling for answers Monday after the team's devastating defeat to Australia in the final of their home World Cup extended a drought in global tournaments. The issue of what happens to ODIs between World Cups remains to be discussed. Prior to this edition, incoming MCC president Mark Nicholas called for all ODIs between World Cups to be scrapped. ""I think that's been almost faultless, to be honest,” Ponting told Sky Sports after the match. Leading run scorer Virat Kohli — who was named player of the tournament — captain Rohit Sharma, KL Rahul, Ravindra Jadeja, Jasprit Bumrah and top wicket-taker Mohammed Shami were all included in the team. “It’s tough to watch boys like this,” Dravid told the media after his team’s heartbreaking six-wicket loss to Australia in the final. Rahul was India’s top scorer in the final with 67 runs but it took the batter 107 balls to score those runs. Pat Cummins' men stunned the nearly 100,000 crowd in Ahmedabad on Sunday for a six-wicket victory over previously unbeaten India, breaking home hearts. Australia's six-wicket win over India in front of a 92,000 crowd at Ahmedabad's Narendra Modi Stadium may have been a disappointingly one-sided final The 29-year-old's remarkable return from a broken hand that nearly ruled him out of the tournament was capped by him joining Adam Gilchrist and fellow legend Ricky Ponting as Australians to have made tons in deciding matches of the pinnacle men's ODI event. Having braved the long, colourful and festive queues for hours early Sunday to get into the ground, many started leaving the stadium in droves by the 35th over of Australia's chase as the result became obvious. ","sports"
"An Indian court has granted bail to seven Kashmiri students who were arrested under anti-terror laws for allegedly celebrating Australia's victory over India in the men's Cricket World Cup final last month, a lawyer said on Sunday. The students from an agriculture university were detained in Jammu and Kashmir (J&K) after one student filed a complaint accusing them of using anti-India slogans and cheering for Pakistan along with Australia after the match. Claimed in full but ruled in part by India and Pakistan, Muslim-majority Kashmir has seen a bloody insurrection against New Delhi for decades. Muslims in the region have in the past cheered for the competing side in India cricket matches as a way of protesting Indian rule. Local political leaders opposed to Prime Minister Narendra Modi government's rule over J&K had said the arrests were a way to intimidate locals using the stringent Unlawful Activities Prevention Act (UAPA). The act deals with inciting any unlawful activity and is punishable with seven years' imprisonment. Police dropped the UAPA charges and an Indian court granted bail to the students on Saturday, according to the lawyer of students, Shafiq Bhat, and a court order seen by Reuters. In granting bail, the local court imposed a condition that the students should be available when needed for the investigation and ""shall not indulge in any anti national activity,"" the order stated. The students still face allegations under other Indian laws that related to making statements inducing public mischief. Australia had entered the World Cup match as clear underdogs against an all-conquering India side, who had won 10 matches in a row to storm into the final. But India was defeated in the final match on Nov. 19. India blames Pakistan for supporting the Muslim insurgents. Pakistan denies this and accuses India of violating the rights of Kashmir's Muslim people, a charge India rejects. আওয়ামী লীগের নেতৃত্বাধীন ১৪-দলীয় জোটের বৈঠক ডাকা হয়েছে কাল সোমবার সন্ধ্যায়। প্রধানমন্ত্রী শেখ হাসিনার সরকারি বাসভবন গণভবনে এই বৈঠক অনুষ্ঠিত হবে। জোটের শরিকদের সঙ্গে আসন বণ্টন নিয়ে বৈঠকে আলোচনা হতে... ","sports"
"An Indian court has granted bail to seven Kashmiri students who were arrested under anti-terror laws for allegedly celebrating Australia's victory over India in the men's Cricket World Cup final last month, a lawyer said on Sunday. In an interview with Australian newspaper The Age, the pacer was asked what moment he would remember in his deathbed. Rahul was India’s top scorer in the final with 67 runs but it took the batter 107 balls to score those runs. Pat Cummins' men stunned the nearly 100,000 crowd in Ahmedabad on Sunday for a six-wicket victory over previously unbeaten India, breaking home hearts. Australia's six-wicket win over India in front of a 92,000 crowd at Ahmedabad's Narendra Modi Stadium may have been a disappointingly one-sided final The 29-year-old's remarkable return from a broken hand that nearly ruled him out of the tournament was capped by him joining Adam Gilchrist and fellow legend Ricky Ponting as Australians to have made tons in deciding matches of the pinnacle men's ODI event. The Australian cricket team's uncanny ability to turn up at their very best when the stakes are the highest was on full display in the final of the ICC World Cup against India on Sunday. Having braved the long, colourful and festive queues for hours early Sunday to get into the ground, many started leaving the stadium in droves by the 35th over of Australia's chase as the result became obvious. ""To win another World Cup in the manner and circumstance they have is one of the finest victories in our sporting history I reckon."" India coach Rahul Dravid on Sunday said skipper Rohit Sharma batted superbly and ""led the team fantastically well"" despite losing the World Cup final to Australia by six wickets. The 13th edition of the ICC Men's ODI World Cup came to a close with Australia beating hosts India by five wickets in the final at the Narendra Modi Stadium in Ahmedabad yesterday. With the showpiece event in the rearview mirror, The Daily Star Sports looks at 13 moments that mesmerised the fans in the past 46 days. Five key moments from the 2023 Cricket World Cup final on Sunday as Australia defeated India by six wickets: Wearing a face mask in the colours of the Palestinian flag, and a T-shirt with the slogan ""Stop Bombing Palestine"", the unnamed young protester ran onto the pitch in the 132,000-seat mega-stadium in India's western city of Ahmedabad. This is the longest boundary-less sequence (off the bat) for any team other than the Netherlands in this World Cup India posted 240 runs after being sent into bat first Drivers honked at fans blocking roads, shouting slogans and bargaining with roadside hawkers hours before the Sunday afternoon finale between the cricket-crazy hosts and the game's traditional powerhouse Australia. ""India are so powerful in their own conditions that I would say they would win this final 95 times out of 100,"" Broad wrote in his column for Daily Mail. The hosts take on Australia in the final in Ahmedabad on Sunday with Shami on top of the tournament bowling chart, taking 23 wickets in six matches After 150 ODIs involving the two sides, Australia earned 83 victories against India's 57. In World Cups, Australia lead India 8-5 after 13 games. A showpiece match at the 130,000 capacity Narendra Modi Stadium -- named after the Indian Prime Minister, who is expected to attend the game -- will also feature a pre-match fly-past by the Indian Air Force as well as choreographed displays featuring dozens of dancers and light shows during the innings breaks. ","sports"
"Australia's World Cup winning captain Pat Cummins said that the radio silence at the Narendra Modi Stadium in the final after the dismissal of Virat Kohli is something he will remember in his deathbed. Cummins and his team spoilt what could've been a celebration of epic proportions for India in Ahmedabad when they defeated the hosts by six wickets to win their sixth World Cup title in ODIs. Well over a hundred thousand Indians were forced to remain quite for most of the match by a determined Australian team that dominated India, a side that was undefeated leading up to the final. In an interview with Australian newspaper The Age, the pacer was asked what moment he would remember in his deathbed. The 30-year-old pacer said that taking Kohli's wicket and the silence of the capacity crowd is something he will never forget. ""I think the Virat Kohli wicket. I was obviously very pumped. And then we're in the huddle after that wicket, and Steve Smith says, 'boys, listen to the crowd for a second.' And we just took a moment of pause, and it was as quiet as a library; a hundred thousand Indians there, and it was so quiet. I'll savour that moment for a long time."" Cummins is now back in Australia, while many of his World Cup winning teammates remain in India for a five-match Twenty20 series, where they are currently trailing 2-0. আওয়ামী লীগের নেতৃত্বাধীন ১৪-দলীয় জোটের বৈঠক ডাকা হয়েছে কাল সোমবার সন্ধ্যায়। প্রধানমন্ত্রী শেখ হাসিনার সরকারি বাসভবন গণভবনে এই বৈঠক অনুষ্ঠিত হবে। জোটের শরিকদের সঙ্গে আসন বণ্টন নিয়ে বৈঠকে আলোচনা হতে... ","sports"
"Taijul Islam completed a 10-wicket-haul as Bangladesh brought up their maiden home Test victory over New Zealand, defeating the Kiwis by 150 runs on the fifth day of the first Test at the Sylhet International Cricket Stadium today. Taijul, who had claimed four wickets in the first innings, hit the final nail on New Zealand's coffin on the day, by getting Ish Sodhi (22) caught at silly point to bowl out the visitors for 181. Taijul took two of the three remaining wickets on the day while Nayeem Hasan claimed the other. Earlier, Bangladesh conceded a seven-run lead in the first innings. Stand-in skipper Najmul Hossain Shanto's century and a couple of fifties from Mushfiqur Rahim and Mehedi Hasan Miraz helped the Tigers set a daunting 332-run target. Bangladesh had New Zealand on the ropes by the end of the fourth day when they reduced them to 113-7. It took the hosts less than 90 minutes in the morning session to complete the victory. With the result, Bangladesh have started the third cycle of the ICC Test Championship with a victory. This is also their second ever win in the competition, the previous one coming in the second cycle against the same opponents in Mount Maunganui in 2021. Bangladesh also take a 1-0 lead in the two-Test series with the win. The next Test will be played in Dhaka, starting on December 6. Bangladesh need three wickets on Day five to win Sylhet Test Taijul Islam completed his 12th five-wicket haul in Tests by ending the counter-attacking knock from Tim Southee as Bangladesh are now just one wicket away from winning the first Test on Day five at the Sylhet International Cricket Stadium today. Southee, who made 34 off 24 balls, tried to pull a short delivery from Taijul but could only hit it as far as to Zakir Hasan. Bangladesh now need just one wicket to win their maiden home Test against New Zealand Mitchell departs, Bangladesh sensing victory Nayeem Hasan ended Daryl Mitchell's resistance on 58 as Bangladesh are now two wickets away from winning the Sylhet Test today. Mitchell played a sweep shot against Nayeem but couldn't keep the ball grounded. Taijul Islam, stationed in the third man area, took a good running catch to complete the dismissal. Kiwi skipper Tim Southee has now joined Ish Sodhi (eight) at the middle. The visitors are now 134-8, 198 runs away from victory. Mitchell completes fifty, Bangladesh search for final three wickets Overnight batsman Daryl Mitchell reached his half-century in the second over of the fifth and final day of the first Test as Bangladesh are searching for the final three wickets to complete a historic Test win over New Zealand at the Sylhet International Cricket Stadium today. Mitchell, who resumed the day's play on 44, reached his fifth Test half-century off 99 balls. His partner Ish Sodhi is unbeaten on eight. Taijul Islam and Nayeem Hasan have started the day's proceedings for the hosts. New Zealand require another 212 runs to win the match while the hosts need three wickets to complete their maiden home Test win over the Kiwis. আওয়ামী লীগের নেতৃত্বাধীন ১৪-দলীয় জোটের বৈঠক ডাকা হয়েছে কাল সোমবার সন্ধ্যায়। প্রধানমন্ত্রী শেখ হাসিনার সরকারি বাসভবন গণভবনে এই বৈঠক অনুষ্ঠিত হবে। জোটের শরিকদের সঙ্গে আসন বণ্টন নিয়ে বৈঠকে আলোচনা হতে... ","sports"
"Skipper Najmul Hossain Shanto's overzealous approach cost him his wicket late in the morning session as Bangladesh went into the lunch interval on 104-2 on the first day of their Sylhet Test against New Zealand today. Shanto, who played a brisk knock of 37 off 35 balls, threw away his wicket with less than 10 minutes to go before lunch, top-edging a full toss delivery from part-time spinner Glenn Philipps to get caught by Kane Williamson. Philipps' scalp, which was his maiden wicket in Test cricket, broke a 53-run partnership between Shanto and Mahmudul Hasan Joy and helped the visitors end the session on equal standings. Joy is now batting on 42 and he is accompanied in the middle by Mominul Haque, who is unbeaten on three. Earlier, New Zealand's first success in the innings came from left-arm spinner Ajaz Patel, whose sharp turning delivery rattled Zakir Hasan's off stump, ending his innings on 12. Batting first, Joy and Zakir successfully negated the opening spell of New Zealand pacers Tim Southee and Kyle Jamieson. After the seamers failed to bring the breakthrough, skipper Southee handed the ball to Ajaz, who broke the opening stand on 39 with a sharp turning delivery, signs of things to come later in the match. Shanto, who is leading the side in place of injured skipper Shakib Al Hasan, then came to the middle with a clear plan to attack the Kiwi spinners to unsettle them. He opened his account with a six straight down the ground against Ajaz and hit the spinner for a four two balls later. Shanto hit Ajaz for a couple more sixes and a four, which forced Southee to take the spinner off the attack. But his over-aggressive approach eventually caused his dismissal. The pitch in Sylhet has already shown signs of turn and inconsistent bounce, which should aid the hosts who have gone into the match with three spinners – Mehedi Hasan Miraz, Nayeem Hasan and Taijul Islam – and just one pacer in Shoriful Islam. আওয়ামী লীগের নেতৃত্বাধীন ১৪-দলীয় জোটের বৈঠক ডাকা হয়েছে কাল সোমবার সন্ধ্যায়। প্রধানমন্ত্রী শেখ হাসিনার সরকারি বাসভবন গণভবনে এই বৈঠক অনুষ্ঠিত হবে। জোটের শরিকদের সঙ্গে আসন বণ্টন নিয়ে বৈঠকে আলোচনা হতে... ","sports"
"New Zealand have recalled Mitchell Santner, Kyle Jamieson and Rachin Ravindra for this month's two-test series in Bangladesh that kicks off the third cycle of the World Test Championship. Santner, who took 15 wickets at 26 and averaged 52 with the bat this season in the Plunket Shield for Northern Districts, is back in squad for the first time in two years. Santner, who played the last of his 24 tests in 2021 against England, joins Ajaz Patel and Ish Sodhi as frontline spinners in New Zealand's first Test tour of Bangladesh in 10 years. Kyle Jamieson also returns to the squad after back surgery in February in a pace attack which includes captain Tim Southee and Matt Henry, who has recovered from injury. New Zealand's spin options are bolstered by all-rounders Ravindra, who is back in the squad for the first time since facing Bangladesh in January last year, and Glenn Phillips, who returns after touring Pakistan earlier this year. ""With Ajaz (Patel), Ish (Sodhi), Mitch, Glenn (Phillips) and Rachin we have a strong spin group that will offer good variety and options during the series,"" said Black Caps selector Sam Wells in a statement. Head coach Gary Stead will not take part in the tour following the ODI World Cup and will instead prepare for a busy home summer. His assistant Luke Ronchi will be in charge. The first Test starts on November 27. New Zealand Squad: Tim Southee (c), Tom Blundell (wk), Devon Conway, Matt Henry, Kyle Jamieson, Tom Latham, Daryl Mitchell, Henry Nicholls, Ajaz Patel, Glenn Phillips, Rachin Ravindra, Mitchell Santner, Ish Sodhi, Kane Williamson, Will Young আওয়ামী লীগের নেতৃত্বাধীন ১৪-দলীয় জোটের বৈঠক ডাকা হয়েছে কাল সোমবার সন্ধ্যায়। প্রধানমন্ত্রী শেখ হাসিনার সরকারি বাসভবন গণভবনে এই বৈঠক অনুষ্ঠিত হবে। জোটের শরিকদের সঙ্গে আসন বণ্টন নিয়ে বৈঠকে আলোচনা হতে... ","sports"
